node_id,edges
1721,"[(1721, 2741), (1721, 2927), (1721, 7687), (1721, 9238)]"
1722,"[(1722, 5687), (1722, 8724), (1722, 8854), (1722, 8959), (1722, 9766)]"
1723,"[(1723, 22), (1723, 3560)]"
1724,"[(1724, 1530), (1724, 2009), (1724, 2372), (1724, 3653), (1724, 4446), (1724, 4688), (1724, 6816), (1724, 9519)]"
1725,"[(1725, 1523), (1725, 2065), (1725, 4259)]"
1726,"[(1726, 2766)]"
1727,"[(1727, 1641), (1727, 4362), (1727, 4604), (1727, 7478), (1727, 8191), (1727, 8678), (1727, 9418), (1727, 9687)]"
1728,"[(1728, 78), (1728, 245), (1728, 1063), (1728, 2346), (1728, 4255), (1728, 5498), (1728, 6945), (1728, 6993), (1728, 8764)]"
1729,"[(1729, 30), (1729, 8017), (1729, 9290)]"
1730,"[(1730, 675), (1730, 1904), (1730, 3447), (1730, 9848)]"
1731,"[(1731, 5333), (1731, 7512), (1731, 7947), (1731, 9159)]"
1732,"[(1732, 368), (1732, 2086), (1732, 2463), (1732, 3127), (1732, 4343), (1732, 4413), (1732, 4611), (1732, 5973), (1732, 6635)]"
1733,"[(1733, 1018), (1733, 1766), (1733, 2182), (1733, 2311), (1733, 2976), (1733, 2981), (1733, 5822), (1733, 9139), (1733, 9770)]"
1734,"[(1734, 3097), (1734, 4548), (1734, 5192), (1734, 6040), (1734, 6770), (1734, 7512), (1734, 7558), (1734, 9103)]"
1735,"[(1735, 1673), (1735, 5708), (1735, 6535), (1735, 8984)]"
1736,"[(1736, 3956), (1736, 6099), (1736, 6923), (1736, 8708)]"
1737,"[(1737, 1112), (1737, 4396), (1737, 4464), (1737, 6179), (1737, 6291), (1737, 7589), (1737, 7655), (1737, 9709)]"
1738,"[(1738, 673), (1738, 1622), (1738, 7607)]"
1739,"[(1739, 4424), (1739, 5343), (1739, 5724), (1739, 6177), (1739, 9137)]"
1740,"[(1740, 2762), (1740, 3295), (1740, 3921), (1740, 4039), (1740, 6591), (1740, 7041), (1740, 8530), (1740, 9035), (1740, 9929)]"
1741,"[(1741, 847), (1741, 4966), (1741, 7549)]"
1742,"[(1742, 168), (1742, 1611), (1742, 4363)]"
1743,"[(1743, 673)]"
1744,"[(1744, 405), (1744, 1951), (1744, 3007), (1744, 4279), (1744, 5879), (1744, 9755)]"
1745,"[(1745, 50), (1745, 2650), (1745, 4917), (1745, 6750)]"
1746,"[(1746, 408), (1746, 3591), (1746, 3600), (1746, 4907), (1746, 5745), (1746, 5913), (1746, 7073), (1746, 8253), (1746, 9459), (1746, 9475), (1746, 9848)]"
1747,"[(1747, 1331), (1747, 2336), (1747, 8333), (1747, 9130)]"
1748,"[(1748, 612), (1748, 2044)]"
1749,"[(1749, 2472), (1749, 2925), (1749, 4563), (1749, 9484)]"
1750,"[(1750, 180), (1750, 5948), (1750, 5958), (1750, 6211), (1750, 9670)]"
1751,"[(1751, 2159), (1751, 3345), (1751, 3809), (1751, 5023), (1751, 5164), (1751, 6094), (1751, 6280), (1751, 6891), (1751, 9903)]"
1752,"[(1752, 1778), (1752, 1883), (1752, 5005), (1752, 6976), (1752, 6990), (1752, 7699), (1752, 9850)]"
1753,"[(1753, 2238), (1753, 2335), (1753, 2736), (1753, 6851), (1753, 9208)]"
1754,"[(1754, 463), (1754, 1119), (1754, 3863), (1754, 4462), (1754, 6444), (1754, 7625)]"
1755,"[(1755, 399), (1755, 623), (1755, 2500), (1755, 2769), (1755, 4069), (1755, 5942), (1755, 9097), (1755, 9369)]"
1756,"[(1756, 2234), (1756, 5414), (1756, 9923)]"
1757,"[(1757, 1490), (1757, 1672), (1757, 3100), (1757, 4625), (1757, 4675), (1757, 7349), (1757, 7446), (1757, 8009), (1757, 8163), (1757, 8666)]"
1758,"[(1758, 1507), (1758, 1823), (1758, 2665), (1758, 5524), (1758, 5557), (1758, 6227)]"
1759,"[(1759, 1126), (1759, 1388), (1759, 2606), (1759, 4607), (1759, 7519)]"
1760,"[(1760, 1223), (1760, 1633), (1760, 5808), (1760, 8176), (1760, 8238)]"
1761,"[(1761, 303), (1761, 2408), (1761, 3274), (1761, 3555), (1761, 6717), (1761, 7515), (1761, 7853)]"
1762,"[(1762, 383), (1762, 919), (1762, 6822), (1762, 7407), (1762, 8172), (1762, 9919)]"
1763,"[(1763, 3826), (1763, 4188), (1763, 4466), (1763, 7163), (1763, 7747), (1763, 8338)]"
1764,"[(1764, 1173), (1764, 1842)]"
1765,"[(1765, 624), (1765, 2330), (1765, 5662), (1765, 7351), (1765, 9965)]"
1766,"[(1766, 1733), (1766, 5064), (1766, 5837)]"
1767,"[(1767, 102), (1767, 2558)]"
1768,"[(1768, 4086), (1768, 8251)]"
1769,"[(1769, 1068), (1769, 1193), (1769, 4164)]"
1770,"[(1770, 2687), (1770, 3259), (1770, 7403), (1770, 9762), (1770, 9929)]"
1771,"[(1771, 1521), (1771, 1998), (1771, 3395), (1771, 7412), (1771, 9088)]"
1772,"[(1772, 1323), (1772, 1840), (1772, 2157), (1772, 2347), (1772, 5013), (1772, 6319), (1772, 8115)]"
1773,"[(1773, 786), (1773, 1180), (1773, 4950), (1773, 6054), (1773, 9174), (1773, 9488)]"
1774,"[(1774, 2748), (1774, 4897), (1774, 4964), (1774, 5489), (1774, 7108), (1774, 8903), (1774, 9086)]"
1775,"[(1775, 90), (1775, 2934), (1775, 5001), (1775, 8778), (1775, 9374)]"
1776,"[(1776, 3613), (1776, 8645), (1776, 9988)]"
1777,"[(1777, 2528), (1777, 5446), (1777, 6370), (1777, 7362), (1777, 9427), (1777, 9801)]"
1778,"[(1778, 399), (1778, 1205), (1778, 1752), (1778, 3225), (1778, 3785), (1778, 5152), (1778, 6260), (1778, 6383), (1778, 9521), (1778, 9709)]"
1779,"[(1779, 525), (1779, 528), (1779, 2699), (1779, 3023), (1779, 3059), (1779, 3927), (1779, 6399), (1779, 6754), (1779, 6865), (1779, 6907), (1779, 9511)]"
1780,"[(1780, 2356), (1780, 3527)]"
1781,"[(1781, 3908), (1781, 4600), (1781, 8377), (1781, 9602)]"
1782,"[(1782, 2060), (1782, 2461), (1782, 2594), (1782, 3000), (1782, 5775), (1782, 6768), (1782, 9215), (1782, 9770)]"
1783,"[(1783, 2046), (1783, 2667), (1783, 4355), (1783, 5649), (1783, 6632), (1783, 6762), (1783, 8152)]"
1784,"[(1784, 2437), (1784, 4082), (1784, 4110)]"
1785,"[(1785, 126), (1785, 5822), (1785, 9536)]"
1786,"[(1786, 282), (1786, 1170), (1786, 5081), (1786, 6369), (1786, 7653), (1786, 8686)]"
1787,"[(1787, 672), (1787, 704), (1787, 1707), (1787, 3540), (1787, 3825), (1787, 4395)]"
1788,"[(1788, 2386), (1788, 2611), (1788, 5695), (1788, 5879), (1788, 8223)]"
1789,"[(1789, 726), (1789, 1904), (1789, 1981), (1789, 2302), (1789, 2420), (1789, 2759), (1789, 2911), (1789, 4622), (1789, 9235), (1789, 9953), (1789, 9980)]"
1790,"[(1790, 1316), (1790, 7109), (1790, 8556)]"
1791,"[(1791, 2136), (1791, 2235), (1791, 3206), (1791, 4534), (1791, 5082), (1791, 6393), (1791, 7304), (1791, 8261), (1791, 9489)]"
1792,"[(1792, 1435), (1792, 1878), (1792, 2183), (1792, 3000), (1792, 3395), (1792, 5694), (1792, 8597), (1792, 9587)]"
1793,"[(1793, 1183), (1793, 2491), (1793, 3100), (1793, 3384), (1793, 4589), (1793, 5653), (1793, 6002), (1793, 6544)]"
1794,"[(1794, 1674), (1794, 1912), (1794, 2240), (1794, 3500), (1794, 4827), (1794, 9080), (1794, 9439)]"
1795,"[(1795, 2622), (1795, 2751), (1795, 4345), (1795, 5011)]"
1796,"[(1796, 1825), (1796, 1924), (1796, 2839), (1796, 4254), (1796, 6179)]"
1797,"[(1797, 3284)]"
1798,"[(1798, 607), (1798, 932), (1798, 1870), (1798, 3771), (1798, 6092), (1798, 7161), (1798, 7921), (1798, 9601)]"
1799,"[(1799, 759), (1799, 2651), (1799, 9818), (1799, 9918)]"
1800,"[(1800, 895), (1800, 3762), (1800, 3908), (1800, 7799)]"
1801,"[(1801, 52), (1801, 527), (1801, 2875), (1801, 2947), (1801, 3396), (1801, 4631), (1801, 5041), (1801, 5982), (1801, 7733), (1801, 8838), (1801, 9002)]"
1802,"[(1802, 691), (1802, 1826), (1802, 2415), (1802, 6061), (1802, 6405), (1802, 7436), (1802, 9651), (1802, 9658)]"
1803,"[(1803, 46), (1803, 724), (1803, 1122), (1803, 1308), (1803, 4451)]"
1804,"[(1804, 1381), (1804, 3049), (1804, 8899)]"
1805,"[(1805, 2857), (1805, 3820), (1805, 5429), (1805, 5682), (1805, 6154), (1805, 6232), (1805, 6267)]"
1806,"[(1806, 4002), (1806, 4344)]"
1807,"[(1807, 50), (1807, 1869), (1807, 6685), (1807, 8171), (1807, 8428)]"
1808,"[(1808, 400), (1808, 3197), (1808, 4033), (1808, 8090)]"
1809,"[(1809, 462), (1809, 1437), (1809, 3037), (1809, 4309), (1809, 6054), (1809, 7794), (1809, 8421), (1809, 9585)]"
1810,"[(1810, 527), (1810, 4705), (1810, 6947), (1810, 7491)]"
1811,"[(1811, 486), (1811, 1852), (1811, 3296), (1811, 4103), (1811, 4197), (1811, 6157)]"
1812,"[(1812, 2512), (1812, 6044)]"
1813,"[(1813, 1692), (1813, 4059), (1813, 5814), (1813, 8821)]"
1814,"[(1814, 802), (1814, 1015), (1814, 3114), (1814, 3886), (1814, 4709), (1814, 5032), (1814, 5480), (1814, 5637), (1814, 5726), (1814, 7863), (1814, 8402), (1814, 9851)]"
1815,"[(1815, 49), (1815, 3314), (1815, 4641)]"
1816,"[(1816, 158), (1816, 8960), (1816, 9770)]"
1817,"[(1817, 1215), (1817, 2962), (1817, 3704), (1817, 4705), (1817, 5379), (1817, 7689), (1817, 8227), (1817, 8348), (1817, 9466)]"
1818,"[(1818, 2007), (1818, 2048), (1818, 2212), (1818, 2792), (1818, 4766), (1818, 5383), (1818, 6192), (1818, 7769)]"
1819,"[(1819, 3501), (1819, 4513), (1819, 6434), (1819, 9676)]"
1820,"[(1820, 1876), (1820, 3005), (1820, 4399), (1820, 6872)]"
1821,"[(1821, 2030), (1821, 4380), (1821, 9108), (1821, 9452)]"
1822,"[(1822, 3463), (1822, 3756), (1822, 3994), (1822, 9982)]"
1823,"[(1823, 1758), (1823, 2226), (1823, 4386), (1823, 4714), (1823, 4995), (1823, 5661), (1823, 6063), (1823, 9248)]"
1824,"[(1824, 2526), (1824, 3336), (1824, 3506), (1824, 8909)]"
1825,"[(1825, 1796), (1825, 2004), (1825, 3599), (1825, 4135), (1825, 8679), (1825, 8799), (1825, 8952)]"
1826,"[(1826, 723), (1826, 1802), (1826, 4364), (1826, 4515), (1826, 4630), (1826, 8731)]"
1827,"[(1827, 1562), (1827, 3526), (1827, 6885)]"
1828,"[(1828, 4882), (1828, 5186), (1828, 7431), (1828, 7448), (1828, 9914)]"
1829,"[(1829, 724), (1829, 866), (1829, 6077), (1829, 6157), (1829, 6196), (1829, 9675)]"
1830,"[(1830, 2245), (1830, 6341), (1830, 8567), (1830, 9862)]"
1831,"[(1831, 1172), (1831, 1556), (1831, 3202), (1831, 3640), (1831, 4299), (1831, 7647)]"
1832,"[(1832, 2571), (1832, 6292), (1832, 7600)]"
1833,"[(1833, 1216), (1833, 1480), (1833, 4188), (1833, 5162), (1833, 7484), (1833, 7659)]"
1834,"[(1834, 2015), (1834, 2936), (1834, 3396), (1834, 3415), (1834, 5617), (1834, 8914), (1834, 9046), (1834, 9680)]"
1835,"[(1835, 2783), (1835, 2810), (1835, 4381), (1835, 5711), (1835, 7422), (1835, 9646), (1835, 9892)]"
1836,"[(1836, 1629), (1836, 4385), (1836, 6058), (1836, 7307), (1836, 8266), (1836, 9941)]"
1837,"[(1837, 436), (1837, 2417), (1837, 3113), (1837, 5724), (1837, 7186)]"
1838,"[(1838, 321), (1838, 651), (1838, 5543), (1838, 8149), (1838, 8269)]"
1839,"[(1839, 3933), (1839, 4919), (1839, 7250), (1839, 8240), (1839, 8743), (1839, 9085)]"
1840,"[(1840, 1772), (1840, 1941), (1840, 6962), (1840, 7113), (1840, 7452), (1840, 9367), (1840, 9473)]"
1841,"[(1841, 2124), (1841, 2261), (1841, 5241), (1841, 9657)]"
1842,"[(1842, 1764), (1842, 2329), (1842, 7105), (1842, 9205)]"
1843,"[(1843, 1678), (1843, 2347), (1843, 4335), (1843, 6037), (1843, 6653)]"
1844,"[(1844, 1389), (1844, 4101), (1844, 5203), (1844, 6837), (1844, 7791), (1844, 8327), (1844, 9401), (1844, 9433)]"
1845,"[(1845, 450), (1845, 1296), (1845, 1307), (1845, 1660), (1845, 3409), (1845, 3892), (1845, 4168), (1845, 5940), (1845, 7143), (1845, 9740)]"
1846,"[(1846, 4339), (1846, 5296), (1846, 6705)]"
1847,"[(1847, 2446), (1847, 3235), (1847, 7517)]"
1848,"[(1848, 2340), (1848, 3183), (1848, 3333), (1848, 3345), (1848, 5143), (1848, 5676), (1848, 8616), (1848, 8943)]"
1849,"[(1849, 261), (1849, 1548), (1849, 6396), (1849, 6673), (1849, 8693), (1849, 9089)]"
1850,"[(1850, 2237), (1850, 2387), (1850, 2569), (1850, 3824), (1850, 4797), (1850, 5755), (1850, 7860), (1850, 8612)]"
1851,"[(1851, 230), (1851, 1310), (1851, 2212), (1851, 3444), (1851, 4259), (1851, 6388), (1851, 6625), (1851, 7315), (1851, 7486)]"
1852,"[(1852, 279), (1852, 1811), (1852, 1884)]"
1853,"[(1853, 726), (1853, 1142), (1853, 4892), (1853, 7981)]"
1854,"[(1854, 2246), (1854, 5734), (1854, 8548), (1854, 9072), (1854, 9243), (1854, 9469)]"
1855,"[(1855, 1444), (1855, 4823), (1855, 5599), (1855, 6150), (1855, 8020), (1855, 8907)]"
1856,"[(1856, 4481), (1856, 6537), (1856, 8506), (1856, 8531), (1856, 8781), (1856, 9239), (1856, 9504)]"
1857,"[(1857, 402), (1857, 1216), (1857, 5034), (1857, 5307), (1857, 8431), (1857, 9275)]"
1858,"[(1858, 662), (1858, 2704), (1858, 4774), (1858, 5337), (1858, 5925)]"
1859,"[(1859, 182), (1859, 561), (1859, 2221), (1859, 2769), (1859, 4278), (1859, 8961)]"
1860,"[(1860, 3601), (1860, 4052), (1860, 6210), (1860, 7557), (1860, 8112), (1860, 9204)]"
1861,"[(1861, 1667), (1861, 3587), (1861, 6836), (1861, 7563), (1861, 7916), (1861, 8647)]"
1862,"[(1862, 1057), (1862, 4169), (1862, 6332), (1862, 7361), (1862, 9296)]"
1863,"[(1863, 705), (1863, 2707)]"
1864,"[(1864, 4546), (1864, 4750), (1864, 9426)]"
1865,"[(1865, 2475), (1865, 4209), (1865, 7094), (1865, 9473)]"
1866,"[(1866, 1920), (1866, 5455), (1866, 7284)]"
1867,"[(1867, 1081), (1867, 2011), (1867, 3277), (1867, 6018), (1867, 6119), (1867, 6331)]"
1868,"[(1868, 4879), (1868, 6824), (1868, 6833)]"
1869,"[(1869, 286), (1869, 1576), (1869, 1807), (1869, 2428), (1869, 5779), (1869, 7471)]"
1870,"[(1870, 1498), (1870, 1600), (1870, 1798), (1870, 6672), (1870, 8152)]"
1871,"[(1871, 2249), (1871, 2753), (1871, 3062), (1871, 3086), (1871, 8703), (1871, 9108)]"
1872,"[(1872, 3636), (1872, 3808), (1872, 4293), (1872, 4807), (1872, 5721), (1872, 8793)]"
1873,"[(1873, 883), (1873, 3308), (1873, 8951), (1873, 9259)]"
1874,"[(1874, 3518), (1874, 4149), (1874, 4774), (1874, 5894), (1874, 7838)]"
1875,"[(1875, 594), (1875, 1111), (1875, 4197), (1875, 5354), (1875, 5691), (1875, 7686)]"
1876,"[(1876, 1820), (1876, 2932), (1876, 3843), (1876, 4027), (1876, 8332)]"
1877,"[(1877, 3662), (1877, 4905), (1877, 6683), (1877, 7937)]"
1878,"[(1878, 833), (1878, 1792), (1878, 7333), (1878, 8481), (1878, 9998)]"
1879,"[(1879, 2425), (1879, 3236), (1879, 3323), (1879, 4558), (1879, 8078)]"
1880,"[(1880, 1591), (1880, 2330), (1880, 5435), (1880, 5686), (1880, 7540), (1880, 7876), (1880, 8354), (1880, 8682), (1880, 8797), (1880, 8973)]"
1881,"[(1881, 1065), (1881, 1988), (1881, 2255), (1881, 4054), (1881, 4165), (1881, 7223), (1881, 9726)]"
1882,"[(1882, 569), (1882, 3333), (1882, 4274), (1882, 4338)]"
1883,"[(1883, 1752), (1883, 8421)]"
1884,"[(1884, 1852), (1884, 3071), (1884, 3470), (1884, 3974), (1884, 4292), (1884, 6379), (1884, 6944), (1884, 9832)]"
1885,"[(1885, 4895), (1885, 5700), (1885, 7917), (1885, 8918)]"
1886,"[(1886, 494), (1886, 734), (1886, 7131), (1886, 7951), (1886, 8237)]"
1887,"[(1887, 4647), (1887, 6969), (1887, 8164)]"
1888,"[(1888, 1021), (1888, 1130), (1888, 4221), (1888, 5634), (1888, 9204), (1888, 9451), (1888, 9572)]"
1889,"[(1889, 2341), (1889, 2379), (1889, 2663), (1889, 6461), (1889, 6484), (1889, 7180), (1889, 7312), (1889, 7633), (1889, 9148)]"
1890,"[(1890, 367), (1890, 2756), (1890, 3206), (1890, 6343)]"
1891,"[(1891, 375), (1891, 3933), (1891, 5329), (1891, 5876), (1891, 5944), (1891, 8478), (1891, 9015), (1891, 9187)]"
1892,"[(1892, 3535), (1892, 4272), (1892, 6954)]"
1893,"[(1893, 2940), (1893, 4460), (1893, 7435), (1893, 9190)]"
1894,"[(1894, 1060), (1894, 2644), (1894, 3564), (1894, 4042), (1894, 4250), (1894, 7648), (1894, 8966)]"
1895,"[(1895, 1237), (1895, 3054), (1895, 3158), (1895, 3982), (1895, 6397), (1895, 8985)]"
1896,"[(1896, 7367)]"
1897,"[(1897, 443), (1897, 1975), (1897, 3663), (1897, 3923), (1897, 4024), (1897, 4167), (1897, 5319), (1897, 6606), (1897, 7442)]"
1898,"[(1898, 19), (1898, 6123), (1898, 6572)]"
1899,"[(1899, 1433), (1899, 8236)]"
1900,"[(1900, 1), (1900, 5590)]"
1901,"[(1901, 212), (1901, 2112), (1901, 2652), (1901, 4056), (1901, 4255), (1901, 4282), (1901, 6190)]"
1902,"[(1902, 230), (1902, 4785), (1902, 5335), (1902, 5345), (1902, 7543)]"
1903,"[(1903, 4218), (1903, 4539), (1903, 6921), (1903, 8011), (1903, 8633), (1903, 9800)]"
1904,"[(1904, 512), (1904, 845), (1904, 1159), (1904, 1730), (1904, 1789), (1904, 2275), (1904, 3129), (1904, 5654)]"
1905,"[(1905, 3918), (1905, 8966), (1905, 9027)]"
1906,"[(1906, 159), (1906, 267), (1906, 1973), (1906, 3312), (1906, 6609), (1906, 6835), (1906, 8062), (1906, 9419)]"
1907,"[(1907, 124), (1907, 4570), (1907, 4941), (1907, 5911), (1907, 7400), (1907, 7840)]"
1908,"[(1908, 587), (1908, 5572), (1908, 7835), (1908, 8378), (1908, 9637)]"
1909,"[(1909, 1627), (1909, 4710), (1909, 5040)]"
1910,"[(1910, 3902), (1910, 4638), (1910, 7722), (1910, 8003), (1910, 9307)]"
1911,"[(1911, 2950), (1911, 4147), (1911, 5348), (1911, 5465), (1911, 5790), (1911, 6138)]"
1912,"[(1912, 1794), (1912, 4188), (1912, 5005), (1912, 5764), (1912, 5884), (1912, 6469)]"
1913,"[(1913, 889), (1913, 1506), (1913, 3001), (1913, 9349), (1913, 9401)]"
1914,"[(1914, 972), (1914, 2575), (1914, 3660), (1914, 5190), (1914, 8772)]"
1915,"[(1915, 3019), (1915, 6667), (1915, 9947)]"
1916,"[(1916, 7917), (1916, 9220)]"
1917,"[(1917, 86), (1917, 914), (1917, 2114), (1917, 3941), (1917, 4225), (1917, 6559), (1917, 7339), (1917, 8677), (1917, 9256)]"
1918,"[(1918, 2539), (1918, 4174), (1918, 4759), (1918, 9190), (1918, 9686)]"
1919,"[(1919, 878), (1919, 2177), (1919, 5603), (1919, 5789), (1919, 5945), (1919, 9649)]"
1920,"[(1920, 1866), (1920, 4808), (1920, 5207), (1920, 9155), (1920, 9665), (1920, 9896)]"
1921,"[(1921, 1539), (1921, 5198), (1921, 5603), (1921, 7799)]"
1922,"[(1922, 1010), (1922, 2103), (1922, 3728), (1922, 6048), (1922, 6188), (1922, 9165)]"
1923,"[(1923, 8309)]"
1924,"[(1924, 1012), (1924, 1796), (1924, 8073), (1924, 8115), (1924, 9754)]"
1925,"[(1925, 1542), (1925, 3950), (1925, 8239), (1925, 8439), (1925, 8452)]"
1926,"[(1926, 2089), (1926, 3528), (1926, 3630), (1926, 5703), (1926, 5876), (1926, 6461), (1926, 7837)]"
1927,"[(1927, 584), (1927, 3439), (1927, 4349), (1927, 4807), (1927, 5533), (1927, 7208), (1927, 8913), (1927, 9397)]"
1928,"[(1928, 251), (1928, 5693), (1928, 8872)]"
1929,"[(1929, 142), (1929, 2859), (1929, 4409), (1929, 5218), (1929, 5635), (1929, 7429)]"
1930,"[(1930, 3895), (1930, 9074)]"
1931,"[(1931, 1327), (1931, 2276), (1931, 7447), (1931, 8297), (1931, 9022)]"
1932,"[(1932, 2974), (1932, 5217), (1932, 9258), (1932, 9639)]"
1933,"[(1933, 515), (1933, 1713), (1933, 2152), (1933, 3884), (1933, 4759), (1933, 5614), (1933, 7190)]"
1934,"[(1934, 551), (1934, 3767), (1934, 4029), (1934, 4369), (1934, 6228), (1934, 6306)]"
1935,"[(1935, 2481), (1935, 3952), (1935, 4826), (1935, 7636)]"
1936,"[(1936, 363), (1936, 2015), (1936, 3524), (1936, 7071)]"
1937,"[(1937, 4384), (1937, 6971), (1937, 9240)]"
1938,"[(1938, 3291), (1938, 3364), (1938, 5407), (1938, 7018), (1938, 8318), (1938, 8965), (1938, 9046)]"
1939,"[(1939, 2453), (1939, 3996), (1939, 6396)]"
1940,"[(1940, 1474), (1940, 4400), (1940, 6255), (1940, 9090), (1940, 9421)]"
1941,"[(1941, 1840), (1941, 2280), (1941, 5836)]"
1942,"[(1942, 207), (1942, 1161), (1942, 2533), (1942, 2640), (1942, 3105), (1942, 4348), (1942, 4769), (1942, 5449), (1942, 6087), (1942, 7577), (1942, 8074)]"
1943,"[(1943, 62), (1943, 3445), (1943, 3911), (1943, 4844), (1943, 6515), (1943, 6553), (1943, 9658)]"
1944,"[(1944, 3127), (1944, 4131), (1944, 7135), (1944, 8201)]"
1945,"[(1945, 2155), (1945, 4650), (1945, 8157), (1945, 8242)]"
1946,"[(1946, 1686), (1946, 3678), (1946, 4175), (1946, 6564), (1946, 7574), (1946, 8960)]"
1947,"[(1947, 3752), (1947, 6955), (1947, 9180)]"
1948,"[(1948, 456), (1948, 2763), (1948, 4879), (1948, 5888), (1948, 8152)]"
1949,"[(1949, 2448), (1949, 3809), (1949, 5027), (1949, 5463), (1949, 5934), (1949, 7057)]"
1950,"[(1950, 1289), (1950, 1359), (1950, 4457), (1950, 6443), (1950, 7008)]"
1951,"[(1951, 4), (1951, 1355), (1951, 1744), (1951, 4355), (1951, 6031), (1951, 8304), (1951, 9879)]"
1952,"[(1952, 4078), (1952, 5357), (1952, 7057), (1952, 8589), (1952, 9169)]"
1953,"[(1953, 1656), (1953, 7034)]"
1954,"[(1954, 6122)]"
1955,"[(1955, 102), (1955, 3336), (1955, 6088), (1955, 6902), (1955, 8768), (1955, 9621)]"
1956,"[(1956, 12), (1956, 2884), (1956, 3014), (1956, 3620), (1956, 4984), (1956, 7559), (1956, 7935), (1956, 8740), (1956, 9818)]"
1957,"[(1957, 579), (1957, 3878), (1957, 4334), (1957, 9536), (1957, 9585)]"
1958,"[(1958, 340)]"
1959,"[(1959, 522), (1959, 2035), (1959, 2171), (1959, 4237), (1959, 5273), (1959, 5608), (1959, 6686), (1959, 9205)]"
1960,"[(1960, 62), (1960, 3855), (1960, 7690), (1960, 8822), (1960, 9538)]"
1961,"[(1961, 6524), (1961, 7698)]"
1962,"[(1962, 439), (1962, 1116), (1962, 2438), (1962, 2616), (1962, 8490)]"
1963,"[(1963, 262), (1963, 2337), (1963, 2844), (1963, 3751), (1963, 3792), (1963, 6236), (1963, 6443), (1963, 6878), (1963, 7186), (1963, 8752), (1963, 9262)]"
1964,"[(1964, 3207), (1964, 6868), (1964, 7281), (1964, 7991), (1964, 8352), (1964, 8952)]"
1965,"[(1965, 4465), (1965, 8138), (1965, 8181)]"
1966,"[(1966, 4218), (1966, 4231), (1966, 7017), (1966, 7997), (1966, 8557), (1966, 9190), (1966, 9655)]"
1967,"[(1967, 59), (1967, 4012), (1967, 4858), (1967, 5809), (1967, 9635)]"
1968,"[(1968, 1565), (1968, 2729), (1968, 2949), (1968, 4021), (1968, 5817), (1968, 6460), (1968, 7733), (1968, 8989), (1968, 9894)]"
1969,"[(1969, 2412), (1969, 2703), (1969, 3006), (1969, 4811), (1969, 5048), (1969, 7153), (1969, 9701)]"
1970,"[(1970, 1651)]"
1971,"[(1971, 133), (1971, 251), (1971, 5237), (1971, 6118), (1971, 6648), (1971, 9536)]"
1972,"[(1972, 710), (1972, 4450), (1972, 7637), (1972, 8459), (1972, 8479)]"
1973,"[(1973, 1906), (1973, 4215), (1973, 5597), (1973, 7978), (1973, 9336)]"
1974,"[(1974, 5427)]"
1975,"[(1975, 147), (1975, 909), (1975, 1897), (1975, 2001), (1975, 3633), (1975, 4984), (1975, 5100), (1975, 6127)]"
1976,"[(1976, 8558)]"
1977,"[(1977, 4777), (1977, 6917), (1977, 9556)]"
1978,"[(1978, 21), (1978, 863), (1978, 1268), (1978, 1614), (1978, 4689), (1978, 8343), (1978, 9584)]"
1979,"[(1979, 2348), (1979, 5142), (1979, 6467), (1979, 8303)]"
1980,"[(1980, 2582), (1980, 3898), (1980, 4917), (1980, 5492), (1980, 7902), (1980, 8751), (1980, 8980), (1980, 9033)]"
1981,"[(1981, 1590), (1981, 1789), (1981, 2139), (1981, 2755), (1981, 3069), (1981, 7778), (1981, 8376)]"
1982,"[(1982, 3190)]"
1983,"[(1983, 4623), (1983, 7292), (1983, 7724), (1983, 9341)]"
1984,"[(1984, 5439), (1984, 8225), (1984, 8325)]"
1985,"[(1985, 3689), (1985, 5455), (1985, 6056), (1985, 6790), (1985, 8055), (1985, 8840)]"
1986,"[(1986, 4403), (1986, 8922)]"
1987,"[(1987, 4598), (1987, 4815), (1987, 5291), (1987, 9171)]"
1988,"[(1988, 1881), (1988, 2903), (1988, 3219), (1988, 4308), (1988, 5346), (1988, 5759), (1988, 8957)]"
1989,"[(1989, 422), (1989, 890), (1989, 980), (1989, 6166), (1989, 8062)]"
1990,"[(1990, 957), (1990, 4003), (1990, 4516), (1990, 7416), (1990, 9196)]"
1991,"[(1991, 528), (1991, 2525), (1991, 2753), (1991, 3935), (1991, 4941), (1991, 8805), (1991, 9853)]"
1992,"[(1992, 1141), (1992, 2847), (1992, 4504), (1992, 7999)]"
1993,"[(1993, 289), (1993, 5295)]"
1994,"[(1994, 195), (1994, 2011), (1994, 2963), (1994, 6614), (1994, 6793), (1994, 9299)]"
